annotations
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Very novel
Very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Very novel
Very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Very novel
Not very novel
Not very novel
Very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Very novel
Very novel
Not very novel
Moderately novel
Moderately novel
Very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Very novel
Moderately novel
Moderately novel
Not very novel
Very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Very novel
Moderately novel
Very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Very novel
Very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Very novel
Not very novel
Not very novel
Very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Moderately novel
Moderately novel
Moderately novel
Moderately novel
Moderately novel
Very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Very novel
Not very novel
Moderately novel
Very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Very novel
Moderately novel
Moderately novel
Moderately novel
Moderately novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Very novel
Very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Very novel
Moderately novel
Not very novel
Very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Very novel
Not very novel
Not very novel
Not very novel
Very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Very novel
Very novel
Not very novel
Very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Very novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Moderately novel
Not very novel
Not very novel
Moderately novel
Not very novel
Not very novel
Very novel
Moderately novel
Not very novel
