id,tweet,favourites,retweets,followers,is_covid
1280907263272681472,"Q: How do I clean fruits and vegetables during #COVID19?

A: 
• Do NOT wash produce with soap, disinfectant, or any other chemical.
• Rinse fruits and vegetables under cold, running tap water.
• Scrub uncut firm produce with a clean brush.
https://t.co/h6bNriqVop https://t.co/UePnhL9znm",376,268,5554478,True
1348605896956514309,"RT @beisgovuk: ✅ 367 m #COVID19 vaccine doses secured  
✅ 1.5 m people in the UK vaccinated so far 
✅ 3 vaccines approved for use in the UK…",0,30,691758,True
1293466281342009344,RT @EU_opendata: Looking at #COVID19 data? Don't forget our #EUdatathon webinars that are useful beyond the confines of the competition 🏆.…,0,19,105552,True
1295029401265025024,"Our COVID-19 statistics website has been updated.
 
View the full UK dataset online:
➡️https://t.co/r2YbE2e3O8

You can also visit the @PHE_uk interactive dashboard which includes local authority data for England:
➡️https://t.co/8OHvHj6yyM",63,30,691758,True
1255207678760140801,"As of 9am 28 April, there have been 763,387 tests, with 43,563 tests on 27 April. 

599,339 people have been tested of which 161,145 tested positive. 

As of 5pm on 27 April, of those hospitalised in the UK who tested positive for coronavirus, 21,678 have sadly died. https://t.co/eZ9lecAlpg",806,407,691758,True
1268236017682845696,"Office building employers, building owners and managers, and building operations specialists can help protect workers from COVID-19.  Learn about  steps you can take to create a safe and healthy workplace and protect workers and clients: https://t.co/Blr2U2YjuM. https://t.co/N7oyTLZNqB",125,84,5554478,True
1255897835456864256,"RT @beisgovuk: The @UniofOxford @AstraZeneca partnership to develop a #coronavirus vaccine will mean:

🗓️ if successful, people in the UK g…",0,51,691758,True
1280271307712626689,RT @CDCGlobal: Healthcare workers: Join @CDCgov on 7/9 Thursday at 8am EDT for the latest #COVID19 Infection and Prevention Control Global…,0,55,5554478,True
1283421596162699264,RT @UNWebTV: Tune in LIVE for #CopingWithCOVID for young people: taking care of #mentalhealth while living in the new normal w/ @UN Chief @…,0,52,12269125,True
1251699110563979264,"Bust myths on #COVID19!

https://t.co/TdKoGmWrIr

#KnowtheFacts #TogetherAtHome",246,118,12269137,True
1317943265027653633,RT @WHOAFRO: People aged 60 &amp; over are at greater risk of becoming severely ill with #COVID19. Follow these 5 simple steps to keep older pe…,0,136,12269125,True
1356181152428662784,"What data is available on #COVID19 #vaccines? 

Dr Kevin Brown, consultant medical virologist discusses this and explains why we must still follow national restrictions after we have received a covid-19 vaccine... https://t.co/KshSbc3qrS",36,22,512867,True
1342891766542950400,"Throughout the #COVID19 pandemic, WHO has worked with countries to keep essential health services running 🏥, maintain routine childhood immunization 👦👧 and support childbirth care 🤰.
 
👉https://t.co/0dArYQ5GdL",135,36,12269137,True
1282686905918926849,"""But this is going to require 3⃣ things:

1⃣ a focus on reducing mortality and suppressing #COVID19 transmission.

2⃣ an empowered, engaged community that takes individual behaviour measures in the interest of each other""-@DrTedros",559,263,12269137,True
1260237987855687680,"Take action to slow the spread of #COVID19 by wearing a cloth face covering in public spaces, keeping at least 6 feet of physical distance, &amp; frequently washing your hands.
Make a cloth face covering from a t-shirt, scarf or cloth napkin. Learn more at https://t.co/bihJ3xEM15. https://t.co/fC2kzmGI5v",677,488,5554478,True
1305431991018545152,"The response to #COVID19 in Tajikistan remains WHO/Europe's largest to date. Bringing together partners to share expertise, experiences, and provide sustained support.

Watch the full film 👇 https://t.co/4dCQSF7sHz 

#RC70Europe",3,0,206117,True
1344662771477188609,RT @DrTedros: #COVID19 - a health crisis of historic proportions - has shown us just how closely connected we all are. We saw how acts of k…,0,78,12269125,True
1309066773199818752,"RT @NHSuk: The new #NHSCOVID19app, now available in England and Wales, is the fastest way of knowing when you’re at risk from coronavirus.…",0,725,691758,True
1296173863458537472,"Give yourself more time than usual to prepare for wildfires this year. If you must shop for supplies in person, take steps to protect yourself &amp; those around you from #COVID19. Learn how: https://t.co/9nLjvaNSpI https://t.co/VzTQhYtgYm",16,12,1958449,True
1355457888555249664,"Due to the urgency, COVID-19 vaccines are being developed fast. 

But to get EU approval, they must meet the same high standards as all other vaccines.

#SafeVaccines #VaccinesWork https://t.co/8Htmx9lt1B",48,16,1822574,True
1304109886398029824,"We're still here for you. 

Talk to your doctor about the benefits of starting or continuing your cancer treatment against the increased risks of contracting coronavirus. 

Visit the NHS website 🔽",11,6,691758,True
1349136358326104068,"RT @DHSCgovuk: Around one in three people with #COVID19 do not have any symptoms, but can still pass it on.

Stay at home and play your par…",0,91,691758,True
1342153834051866624,RT @PHE_uk: Last week @R_S_P_H published a report showing lower confidence in the #COVID #vaccine among minority ethnic communities: https:…,0,12,691758,True
1356226548962107396,"We will not contact you to arrange #COVID19 vaccine appointments.

If you receive an email that appears to be from us about this, it is fake.

Please see the #NHS guidance about how you will be contacted for your COVID-19 vaccination: https://t.co/1tq4grZyNC https://t.co/fRiAF9KW3e",27,28,512867,True
1253298089441492993,"Today's #COVID19 update (23.04.2020)

Global:
▪ 2 588 310 cases
▪ 182 808 deaths

EU/EEA/UK:
▪ 1 009 762 cases
▪ 108 223 deaths

Find all info: https://t.co/TE7KD96Va2
Latest #RapidRiskAssessment: https://t.co/ZvuKxsWAfC
#SARSCoV2",13,21,105552,True
1274312850786250752,"This week EU countries took the first step towards full interoperability of their #coronavirus tracing and warning apps. 📱

Your app should work seamlessly anywhere in the EU, while respecting data security and protecting privacy.

More: https://t.co/TYFzWfXUVk #StrongerTogether https://t.co/rxj8X7pqF5",170,89,1822574,True
1308378008013533184,"Remember, physical distancing doesn’t mean social isolation. For the latest #coronavirus information 👉 https://t.co/pqqEawZJ7L 

#COVID19 https://t.co/KBRFeJtMDo",40,15,206117,True
1281201929029332994,"The full remarks by @DrTedros #COVID19 👇
https://t.co/nWwWw7ZRXH",131,40,12269137,True
1245774854571331588,"RT @USAmbDRC: While we keep an eye on Ebola,  attention is focused on #COVID19 as we support DRCongo’s response. As @SecAzar said when he v…",0,14,177593,True
1305148004526063620,"To take care of others, start by taking care of yourself. Finding ways to practice #selfcare can help reduce your stress during the #COVID19 pandemic. Learn healthy ways to cope with stress: https://t.co/CnUM2zcj69 #PrepYourHealth #NatlPrep #SelfCareSunday https://t.co/hc5WAWFscw",43,26,1958449,True
1341059147266215937,"""In early 2021, $4.6 billion in additional funding will be needed to purchase #COVID19 vaccines for at least 20% of the population of all low and lower-middle income countries""-@DrTedros #ACTogether",58,25,12269137,True
1270016182104600577,"""Some are designed for use by public health personnel, like WHO’s https://t.co/3C6vJxUTAt application, which has been used successfully to trace contacts during the ongoing Ebola outbreak in DRC""-@DrTedros #COVID19 https://t.co/lX4K4PRimX",53,23,12269137,True
1251155958946021376,"🏥 Yesterday @NightingaleBham opened to help ease pressure on hospitals in the Midlands. 

It’s one of seven hospitals set up around the country to provide thousands of extra beds if local services need them during the peak of coronavirus (#COVID19). 

Take a look at it 🔽 https://t.co/fC0WKnUI3K",130,40,691758,True
1329372252379504642,"In the past 2 weeks, COVID-19 deaths have increased by 18 per cent. Last week, Europe registered over 29,000 new COVID-19 deaths. That’s one person dying every 17 seconds in the European Region from COVID-19. @hans_kluge",5,2,206117,True
1263016778231414784,"False information on #COVID19 is spreading &amp; putting people in danger. Make sure to double-check everything you hear against trusted sources. For accurate information on #coronavirus find official advice from your country's public health authority &amp; WHO:
👉https://t.co/CeF5m9xIdN https://t.co/u8K68oLv9W",857,423,12269137,True
1293645954000793603,"RT @CDCDirector: We need all Americans to work together to slow the spread of #COVID19 - to be able to keep our businesses open, get our sc…",0,99,5554478,True
1296468101727498240,"Our COVID-19 statistics website has been updated.
 
View the full UK dataset online:
➡️ https://t.co/r2YbE2e3O8

You can also visit the @PHE_uk interactive dashboard which includes local authority data for England:
➡️ https://t.co/8OHvHj6yyM",86,30,691758,True
1300466053118648330,"""Avoid the “three Cs”: closed spaces, crowded places and close-contact settings.""-@DrTedros #COVID19
https://t.co/10dT4wuZGv",125,62,12269126,True
1314988327674798082,"If you’re a #student, there’s lots of #mentalhealth support available to you during the #COVID19 pandemic:

Student Space: https://t.co/9yvvtGhPPn 

https://t.co/RUmXy9RVgP: https://t.co/pIZxD3vljE

NHS: https://t.co/MsW3XcHPGy

#WorldMentalHealthDay https://t.co/i89kVcx8Fi",23,20,512867,True
1304105104040173568,"A new @CDCMMWR shows that an estimated 41% of U.S. adults reported avoiding medical care because of concerns about #COVID19, including 12% who avoided emergency care, and 32% who avoided routine care. https://t.co/hzHCrPrfN6 https://t.co/HxPIxPk1FO",111,75,5554478,True
1319610297074782208,"RT @DHSCgovuk: Ever wondered what happens to a #coronavirus swab when it goes to a testing lab?
 
Watch Zoe, a laboratory shift manager for…",0,49,512867,True
1301643639077187585,RT @Surgeon_General: There are simple actions we can all take to prevent the spread of #COVID19. #COVIDStopsWithMe  https://t.co/9Twwxt6hPp,0,301,5554478,True
1275022182570172418,"Today's #COVID19 update (22.06.2020)

Global:
▪ 8 926 399 cases
▪ 468 257 deaths

EU/EEA/UK:
▪ 1 511 801 cases
▪ 174 791 deaths

Find all info: https://t.co/TE7KD96Va2
Latest #RapidRiskAssessment: https://t.co/zSlwAhV0Ea
#SARSCoV2",4,8,105552,True
1309292154230132736,"""It is hard to put your life on hold, but we need young people's energy, to take control of our society and our future, which includes fighting #COVID19.""
- @DrMikeRyan

#YouthLead

https://t.co/rtaaZ8CJwp",122,52,12269138,True
1347535559753953280,RT @EMA_News: Independent studies of #COVID19vaccines coordinated in the 🇪🇺 will give more information on the #COVID19vaccine’s long-term s…,0,17,105552,True
1322214459096682506,"""Listening to Paul, Martha &amp; Lyth share their experiences &amp; array of symptoms, it really reinforces what a dangerous virus #COVID19 is.
Your stories underscore that those facing the long-term effects of the virus must be given the time &amp; care they need to recover fully""-@DrTedros",51,20,12269138,True
1359867007169134594,"Hospital admissions for #COVID19 remain highest in those aged 85 and over.

See our weekly surveillance report here: https://t.co/8dYt9zEVk9 https://t.co/1K9WAG7anw",10,4,512867,True
1288153002927443972,"Dr. Waziri leads the National Stop Transmission of Polio (NSTOP) program at #AFENET in Nigeria. A graduate of Nigeria FELTP, learn how she uses her #DiseaseDetective training in the fight against Ebola, polio, and COVID-19. https://t.co/Y3vgl6TJWi
#FETP40th #WomeninSTEM https://t.co/ja0wQMz45q",49,20,177593,True
1346019030604386304,"RT @itvnews: 'It means everything to me,' says Brian Pinker on being the first to receive the Oxford-AstraZeneca Covid vaccine.
https://t.c…",0,23,691758,True
1306603825055313921,"RT @CDCgov: #COVID19 cases declined in most states in the last 7 days, but COVID-19 is widespread in many areas, particularly in the upper…",0,193,1958449,True
1283438599015407618,"Over 150 countries engage in #COVAX Facility, the #COVID19 vaccine global access facility designed to guarantee rapid, fair &amp; equitable access to life saving vaccines for every country in the 🌐, rich &amp; poor, to halt the spread of the pandemic worldwide.

https://t.co/BZVNdGpeLl",635,174,12269126,True
1249413058541346818,"RT @DHSCgovuk: 🚨⚠️Coronavirus is a national emergency⚠️🚨

It can be life threatening for people of all ages, everywhere in the UK. 

Share…",0,246,691758,True
1320843887418744835,"RT @DHSCgovuk: The rate of #COVID19 infections is rising rapidly across the UK. 

From 00:01 on Tuesday 27 October, Warrington will move fr…",0,27,691758,True
1283098490927816704,"RT @CDCDirector: Contact tracing is essential to slowing the spread of #COVID19. If you have COVID-19, public health workers won’t reveal y…",0,33,1958449,True
1337385709888565249,"RT @WHO: During pandemics and in times of calm, #PrimaryHeathCare helps people and communities stay healthy, prevent and recover from disea…",0,28,206117,True
1248293362135957505,"The book “My Hero is You, How kids can fight #COVID19!” will be widely translated, with six language versions released today and more than 30 others in the pipeline. 
It is being released as both an online product and audio book.

#coronavirus

https://t.co/V6gYrpSCvr",295,84,12269138,True
1333436745694793730,"Europe has witnessed so many acts of solidarity over the past months.

The EU plays its part by supporting countries affected by the crisis, from delivering medical equipment to providing financial support.

Together, we will end the pandemic. #StrongerTogether #EUsolidarity https://t.co/gVS9dfNaAP",207,50,1822574,True
1258057904155959296,"""The antidote for this pandemic is national unity and global solidarity. Together, we will defeat #COVID19""-@DrTedros",432,141,12269138,True
1319279726402285572,"🔝 tips to identify #COVID19 misinformation or disinformation:
 
4⃣ Check the date 📅

Ask yourself these questions: Is this a recent story? Is it up to date &amp; relevant to current events? Has a headline, image or statistic been used out of context?
 
👉 https://t.co/7vsGKvSCTd https://t.co/kgyFjUXxJn",161,36,12269126,True
1351643094236622848,"Different types of vaccines are being developed to fight the #COVID19 pandemic, including mRNA vaccines.

Watch Dr Mary Ramsay, head of immunisation at @PHE_uk, explain how they work ⬇️

Find out about the COVID-19 vaccine:
https://t.co/PKVgX1hLvB https://t.co/A9AjaKsRjL",40,31,691758,True
1275063075964506112,".@WHO representative, EU ambassador to Belarus &amp; 🇧🇾 officials today welcomed the delivery of vital #COVID19 supplies. @WHO and @EU_Commission have procured:

✅ 2.3 million masks
✅ 1 million respirators
✅ 80,000 gowns
✅ 50,000 goggles
✅ 50,000 face-shields 

#EUforBelarus https://t.co/dAQ2tyU74p",21,7,206117,True
1325745198517850112,"""Although this is a global crisis, we must remember that countries have responded differently, and they have been affected differently. 

Half of all #COVID19 cases and deaths are in just four countries""-@DrTedros #WHA73",42,11,12269138,True
1281617629535494149,"""Two WHO experts are currently en route to 🇨🇳 to meet with fellow scientists &amp; learn about the progress made in understanding the animal reservoir for #COVID19 &amp; how the disease jumped between animals &amp; humans""-@DrTedros",355,83,12269138,True
1301987052964241409,"New Data: Recent trends show the percentage of overall #COVID19 cases in people ages 18-22 years has increased in the US, especially in the Midwest, South, and Northeast. For the latest demographic data, visit CDC’s COVID Data Tracker: https://t.co/MLJ56QCW37 https://t.co/x4y5rQi8zn",114,96,5554478,True
1274362177915420672,"Today's #COVID19 update (20.06.2020)

Global:
▪ 8 634 575 cases
▪ 460 081 deaths

EU/EEA/UK:
▪ 1 503 319 cases
▪ 174 438 deaths

Find all info: https://t.co/TE7KD96Va2
Latest #RapidRiskAssessment: https://t.co/zSlwAhV0Ea
#SARSCoV2",7,10,105552,True
1275449318145589257,"The #NextGenerationEU will bring the total financial firepower of the EU budget to €1.85 trillion.

It will enable us to lay the foundations for our future:
💠 Repair the damage brought by the #coronavirus
💠 Build a green, digital and resilient future

#StrongerTogether",184,88,1822574,True
1321040694094553088,"RT @DrTedros: #COVID19 has brought into sharp focus the impacts of crises on women's health, but also gives an opportunity to reimagine a f…",0,91,12269138,True
1290232189238546433,"""Since then, the number of #COVID19 cases has increased more than fivefold to 17.5 million, and the number of deaths has more than tripled, to 680,000""-@DrTedros 

https://t.co/GOIe2r04hz",42,31,12269138,True
1285677937916809216,"RT @CDCDirector: .@JAMA_current’s Dr. Bauchner and I discuss strategies to fight #COVID19, vaccines, monoclonal antibodies, convalescent ti…",0,53,5554478,True
1355197794240356361,"#DidYouKnow? Vaccination is a safe way to help prevent #COVID19 and is an important tool to help stop the pandemic. Vaccines are tested and evaluated in clinical trials, with safety as a top priority. Learn more: https://t.co/dtZHgQYUgN https://t.co/VswBUothiI",70,36,1958454,True
1290745189284360192,".@DrMikeRyan answering a question about whether it is safe for children to go back to school 👇

#COVID19 https://t.co/yXwLQG4hJh",642,344,12269138,True
1278628647465889793,"#JustPublished 
Rapid Risk Assessment: Resurgence of reported cases of #COVID19 in the EU/EEA, the UK and EU candidate and potential candidate countries.

Read it here: https://t.co/Rrwwbfl2ig https://t.co/O0SvOfHkwy",43,43,105552,True
1252607071993946112,"Today's #COVID19 update (21.04.2020)

Global:
▪ 2 431 890 cases
▪ 169 859 deaths

EU/EEA/UK:
▪ 967 598 cases
▪ 101 726 deaths

Find all info: https://t.co/TE7KD96Va2
Latest #RapidRiskAssessment: https://t.co/ZvuKxsWAfC
#SARSCoV2",10,14,105552,True
1293967961544433664,RT @CDCgov: New @CDCMMWR report shows Americans are struggling with mental health or substance use issues during #COVID19. More mental heal…,0,716,1958449,True
1272834920830898176,"EU countries have agreed on a set of technical specifications for #coronavirus tracing and warning apps.

This will ensure that national contact tracing apps work seamlessly when users travel to another EU country, while respecting data security and privacy. #StrongerTogether",184,104,1822574,True
1298566165644681217,"EU countries are making use of the flexibilities provided by the #CohesionPolicy to fight #coronavirus.

We've approved modification of 4 programmes to help cope with the impacts of the virus in the Nouvelle Aquitaine &amp; Centre-Val de Loire regions. 🇫🇷

➡️ https://t.co/WRl8m6Hjg0 https://t.co/DdTlgVpgvt",67,23,1822574,True
1303606388132896768,"Even before #COVID19, 14,000 young children were dying every day - mostly from preventable causes. They share an equal right to survive with quality health care.

#HealthForAll 

👉 https://t.co/rrKeuvdBKC https://t.co/N83WYOUAoz",204,65,12269138,True
1267506608327852034,"This announcement comes as a long &amp; complex #Ebola outbreak in eastern #DRC is in its final phase (on 14 May,@MinSanteRDC began the 42-day countdown to the declaration of the end of that outbreak), while the 🇨🇩 also battles #COVID19 &amp; the 🌍’s largest #measles outbreak. https://t.co/rlo4r9yS0H",1317,656,12269138,True
1292772266019885057,"""Over the last few days, UK Prime Minister @BorisJohnson put areas of northern England under #StayAtHome notifications as clusters of cases were identified""-@DrTedros #COVID19",24,10,12269138,True
1312000293962350594,Live with @DrTedros and youth civil society organizations on #COVID19 https://t.co/1i8V0UZayA,254,77,12269138,True
1338590588896153600,"RT @CDCgov: Ways you can slow the spread of #COVID19:
• 😷Wear a mask &amp; avoid crowds.
• Watch out for COVID-19 symptoms and get tested.
• 🤒S…",0,251,1958449,True
1336345959056494596,"Vaccines undergo rigorous assessment before they can be made available in the EU.

The future coronavirus vaccine is no different.

Experts from the @EMA_News will explain this process in detail. Join them on 11 December: https://t.co/pgGtCGlvYt

#VaccinesWork #StrongerTogether https://t.co/3182UzoMOg",134,70,1822573,True
1300540619115331594,"RT @CDC_NCEZID: If you‘re sick with #COVID19 &amp; your pet becomes sick, don’t take your pet to the veterinary clinic yourself. Call your vete…",0,55,5554478,True
1335154332002643974,RT @NYCFirstLady: We must ALL come together as one big global family to beat COVID-19. I am proud to lend my voice (and my dance moves!) to…,0,55,12269138,True
1308386020451385345,"Join us in the live Q&amp;A on how to make indoor spaces safer during #COVID19 with @DrMariaNeira and Luca Fontana. Ask your questions!

#AskWHO 

https://t.co/V2hrDfcXlt",34,17,12269138,True
1252527311783673856,"The whole WHO family is saddened by the news that
we lost a colleague, Pyae Sone Win Maun, who was hurt in a security incident in #Myanmar, while transporting #COVID19 surveillance samples.

Our thoughts are with his family, friends and colleagues.
https://t.co/ZT3e8MI70U",589,142,12269138,True
1319605817985912833,"We have approved the redirection of almost €1 billion of EU regional funds to support Portugal's health and economic recovery. 🇵🇹🇪🇺

Read more here → https://t.co/93ca1IaDid

#coronavirus #StrongerTogether https://t.co/2N0OJ4Drdk",143,30,1822573,True
1334453535640051712,"Support people with #disability by taking the risk of #coronavirus seriously. Even if you may not be at high risk of serious symptoms, you may pass the virus on to someone that is. Always follow the WHO basic protection measures during #COVID19:
 
👉 https://t.co/k7eMk2yufy https://t.co/4qp5qStqKr",194,61,12269138,True
1356361947072122883,The latest CDC #COVIDView report shows that recent levels of #COVID19-associated deaths have been above levels seen in earlier waves of the pandemic. Mortality rates for recent weeks are expected to increase as more data comes in: https://t.co/zP4VYlo0Pb. https://t.co/ijgTY6BsRu,235,138,5554476,True
1262883489776578561,"RT @HHSGov: #News: HHS is delivering new funding to states, territories, and tribes to support testing for #COVID19. Read the full news rel…",0,56,5554478,True
1326802824827723776,"WHO/Europe’s @hans_kluge is visiting 🇦🇱 

On the agenda:
🔵signing biennial collaborative agreement: strengthening cooperation incl. #UnitedActionForBetterHealth
🔵meeting @GManastirliu &amp; 🇦🇱 representatives
🔵visiting health-workers on #COVID19 frontline
🔵meeting @UN partners https://t.co/ul10SyExiq",31,11,206117,True
1253644925893296130,"We have approved 11 Polish State aid schemes, with a total budget of approximately €7.8 billion, to support the Polish economy in the context of the #coronavirus outbreak.
More here → https://t.co/lnLKMrsX7T https://t.co/tnr7BAEkwh",41,20,1822573,True
1359110485136859136,"RT @mencap_charity: Fantastic video from our Ambassador George Webster. ❤️

Sharing his experience of having the #Covid19 Vaccine. 

Thank…",0,22,691758,True
1260609557165940738,"WHO is joining with @UNODC @UNAIDS @UNHumanRights to highlight the heightened vulnerability of people in prisons &amp; other detention facilities during #COVID19. We urge leaders to take all appropriate public health measures to protect them.

👉 https://t.co/JNCxNIZroE https://t.co/yR40Yl3iWv",436,116,12269139,True
1317128543478992897,"""And although we don’t yet have a safe and effective vaccine for #COVID19, we do have safe and effective vaccines for #influenza""-@DrTedros #VaccinesWork",63,21,12269139,True
1343594439101575171,"""And WHO convened the Strategic Technical Advisory Group for Infectious Hazards and the Global Alert and Response Network""-@DrTedros #COVID19 

https://t.co/Sm0wo56aZj",29,9,12269127,True
1268926876048920577,"""That means, for example, that when a doctor is doing a ward round on the cardiology or palliative care units where there are no confirmed #COVID19 patients, they should still wear a medical mask""-@DrTedros",103,56,12269139,True
1257418886900781059,"To mark #HandHygiene Day &amp; Intl. day of #Midwife join the global clap tomorrow!

🌍 No matter where you are
⏲️ At noon by your local time
🛑 Stop what you are doing for a minute &amp;

👏👏👏👏👏👏 

for our nurses and midwives - our guardians &amp; #SafeHands role models.

#COVID19",1232,461,12269139,True
1249985749166030848,"⚠️ Antibiotics don’t work against viruses. Healthcare workers should only prescribe and dispense antibiotics when they are really needed in order to prevent #AMR. However, hospitalized #COVID19 patients with secondary bacterial infections may need to receive antibiotics. https://t.co/Hl6FBPg7io",43,26,206117,True
1339963446096515077,"RT @LGAcomms: ""Nothing, but nothing goes into a vaccine unless it is absolutely needed.""

Learn more about the #COVID19 vaccine from @DHSCg…",0,30,691758,True
1362167360002613248,RT @DrMartinCDC: CDC is coordinating with partners across the globe to expand capacity to detect #COVID19 variants. In addition to the MMWR…,0,8,177593,True
1283450997818429440,"75 countries, which would finance the #COVID19 vaccines from their own public finance budgets, partner with 90 lower-income countries that could be supported through voluntary donations. Together, these countries represent over 60% of the 🌐’s population.
https://t.co/BZVNdGpeLl",154,38,12269139,True
1296199569437609985,RT @WHO: Dr. Marie-Roseline Bélizaire 👩‍⚕️ could have been any kind of doctor. She chose to help communities fight #COVID19 &amp; Ebola in the…,0,69,12269139,True
1247816816157696000,"Health workers are the back bone of our health services – now more so than ever. We are indebted to all those working day and night to care for people with COVID-19, as well as keep other essential health care services operating. @hans_kluge",14,3,206117,True
1327024770035159045,"RT @DHSCgovuk: You can leave home for any medical reason, including to get a #COVID19 test.
 
If you have any symptoms book a test as soon…",0,12,691758,True
1250315998416130049,RT @DrTedros: The @WHO has released a new update to its #COVID19 dashboard. Thanks to tech groups and countries for sharing data that helps…,0,887,12269139,True
1284145549038489602,"""Both 🇪🇸 &amp; 🇫🇷 are good examples of the four essential pillars of the #COVID19 response:
strong &amp; humble leadership
community engagement
suppressing transmission
saving lives.

And both countries are rightly recognizing the incredible contribution of #healthworkers""-@DrTedros",78,23,12269127,True
1261995580060053504,"Let’s grab your book 📚 &amp; watch
@HowardDonald  reading “My Hero is You, How kids can fight #COVID19!” 

Books: https://t.co/E8EBarFxqU

#HealthyAtHome   #coronavirus",171,75,12269139,True
1247554580382179328,"RT @10DowningStreet: WATCH LIVE: #coronavirus press conference (7 April 2020)

Speakers: 
🔵 @DominicRaab, Foreign Secretary 
🔵 Prof Chris W…",0,244,691758,True
1345437200201220097,"Every action counts when it comes to protecting ourselves and our loved ones from coronavirus.

Watch @DrZoeWilliams explain how important small actions can be 👇

Remember, #HandsFaceSpace, keep your distance and ventilate indoor spaces. https://t.co/ML7QTTnJli",62,32,691758,True
1343961021917110275,"RT @PHE_uk: Today (Tue 29 Dec) there were 53,135 new #COVID19 positive cases reported across the UK.

Read the response from Dr Susan Hopki…",0,381,691758,True
1280566786191167488,"If you have any of these symptoms:

▪️ high temperature 
▪️ new, continuous cough
▪️ loss/change in sense of smell 
▪️ loss/change in sense of taste

It is vital that you book a #COVID19 test NOW.

Find out how to get a test:
https://t.co/mm75XC6Gu0 https://t.co/htLaxXMyUw",16,27,512867,True
1270450853049249793,"Healthcare providers: Violence against women increases during every type of emergency, including epidemics like COVID-19.  To save a life, screen all patients for signs &amp; symptoms of violence and link survivors to safe and available resources. https://t.co/GIp2VUt0LD",5,3,177593,True
1294244889140563971,"RT @Surgeon_General: NOW is the time to catch-up on your kid's vaccines! If your child missed a vaccine during #COVID19, call your doctor o…",0,165,5554478,True
1258694475750215681,"🤰 Every pregnant woman has the right to high-quality care. 

This mustn’t change, even if the mother has #COVID19.

⚕️ All routine screening &amp; treatment should be maintained during pregnancy. https://t.co/IfyUpu6nk4",5,2,206117,True
1349719962508783617,"This week's #COVID19 surveillance report shows that case rates have decreased in all age groups apart from those over 80.

Case rates are highest in those aged 20-29 years old.

See the data for yourself here: https://t.co/8dYt9zEVk9 https://t.co/UUlRBZDdGf",23,17,512866,True
1315720445417656320,"Misinformation about #COVID19 is being shared far and wide.

Play Go Viral! and learn how to spot the tactics used to spread misinformation.

Put yourself in the shoes of a media manipulator and uncover their tricks: https://t.co/fylgfKjqf4 https://t.co/M1iddu5YJp",38,34,512867,True
1319271966990168067,"🔝 tips to identify #COVID19 misinformation or disinformation:

3⃣ Identify the author ✍️
 
Search the author’s name online to see if they are real or credible.
 
👉 https://t.co/7vsGKvSCTd https://t.co/xo3dhauC8Y",156,36,12269140,True
1284144946564468736,"""Earlier in the week I was also honoured to be with President @EmmanuelMacron in Paris for the #BastilleDay celebrations, which were also a celebration of #France’s heroic #healthworkers""-@DrTedros #COVID19 

https://t.co/eK3cQtuvbI",28,9,12269140,True
1252590164498698240,"The #coronavirus outbreak is a worrying time for people of all ages, including children.

Read our advice to discover tips for supporting your children’s mental health during this time: https://t.co/PwtAcUL54S https://t.co/nGe1ZDqCg9",53,76,512867,True
1286000085801762817,"Cambodian #DiseaseDetectives from the FETP-Frontline program are using their skills to identify and monitor high-risk contacts to control spread of #COVID19. As of early July, Cambodia has reported 156 cases of #COVID19 and no deaths. https://t.co/0cDCA18lMJ

#FETP40th https://t.co/AbWCoMSCc6",4,6,177593,True
1355232997495201794,"""I'm over the moon that we got involved in the NHS Test and Trace programme.""
 
Watch Greg Jackson, CEO of @octopus_energy, discuss his experiences of rapid #COVID19 testing in the workplace 👇
 
Find out more about testing for people without symptoms:
▶️ https://t.co/3TKP5RRPLz https://t.co/uHxBgXo9lo",28,11,691758,True
1314192387523194880,"RT @CDCgov: In the past week, there were over 300,000 new #COVID19 cases reported, with 7 states reporting more than 10,000 new cases each.…",0,343,1958449,True
1247883653771718658,"24 hour news and social media can make some people more worried about #coronavirus. If this is affecting you, try limiting the amount of time you spend checking news each day. 
 
Get tips for looking after your mental health during the outbreak: https://t.co/Qja1r9ssMB https://t.co/r0Qr0tkvde",126,114,512867,True
1246146329904021505,Our #Coronavirus (#COVID19) data dashboard includes new cases and cases by upper tier local authority https://t.co/Rlf3oQMfKZ,31,30,512867,True
1304046994982395905,"The ACT-Accelerator has already achieved impressive results. The world has shown that it is able to come together at a time of crisis. 
- @erna_solberg 🇳🇴 #COVID19 https://t.co/YTh2rvE0jM",23,5,12269141,True
1245669676685963271,"All available structural funds will be redirected to the response to the #coronavirus. Every available euro in the #EUBudget will be redirected to address it and every rule will be eased to enable the funding to flow rapidly and effectively.

Learn more → https://t.co/bwn6SJJL5p https://t.co/xVoMUM428Z",113,82,1822573,True
1314159350022377472,"#COVID19 is eroding decades of progress made towards universal health coverage.

We need to invest in stronger health systems now to ensure that everyone can access to health care without experiencing financial hardship. https://t.co/0SFoJoNKJ2",974,356,12269141,True
1320814464325832704,"#Halloween will be different this year, but it can still be special. Get creative to celebrate in ways that help slow the spread of #COVID19. Have a scavenger hunt at home, a virtual costume contest, or carve pumpkins with people you live with. https://t.co/37PPKvcBVr https://t.co/0A6jn49FVH",316,211,5554478,True
